id,source_line,section,kind,source_text,code_locations,test_locations,criterion,implementation_linked,real_acceptance,evidence,acceptance_note
Q2F-L0424-S1,424,2.4.3,sentence,\text{白噪声检验},src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0425-S1,425,2.4.3,sentence,},src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0426-S1,426,2.4.3,sentence,\],src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0428-S1,428,2.4.3,sentence,增广迪基—福勒检验只在判断残差是否需要进一步差分时使用，不再同时叠加另一套平稳性检验，以避免不必要的统计诊断堆叠。,src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0430-S1,430,2.4.3,sentence,若滚动样本外结果显示复杂光伏模型不能稳定优于“过去 7 日同刻均值”，则最终主模型应直接采用简单基线。,src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0430-S2,430,2.4.3,sentence,**简单模型只要更准、更稳定、更符合信息边界，就优于无必要的复杂模型。,src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0430-S3,430,2.4.3,sentence,**,src\q2\forecast.py:70#harmonic_forecast;src\q2\shadows.py:95#choose_day;src\q2\protocol.py:12#PROTOCOL;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:131#test_dhr_orders_and_diagnostics_use_fixed_dictionary,predictor_economics,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0432-S1,432,2.4.4,markup,### 2.4.4 逐日因果滚动回测、在线模型选择与决策导向评价,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0434-S1,434,2.4.4,sentence,对于第 \(d\) 日的正式全天计划，只允许使用第 \(d\) 日以前的数据估计模型并预测未来 144 个时段。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0434-S2,434,2.4.4,sentence,滚动优化若需要 \(K\) 日前瞻，则总时段数为,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0436-S1,436,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0437-S1,437,2.4.4,sentence,"T=144K,",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0438-S1,438,2.4.4,sentence,\qquad,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0439-S1,439,2.4.4,sentence,"K\in\{1,2,3\},",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0440-S1,440,2.4.4,sentence,\],src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0442-S1,442,2.4.4,sentence,分别对应 24 h、48 h、72 h。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0444-S1,444,2.4.4,sentence,第 1 个预测日用于正式全天计划，后续 \(K-1\) 日仅用于估计日末储能的继续价值。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0444-S2,444,2.4.4,sentence,若模型特征中含有尚未实现的滞后量，则前瞻日必须采用**递推预测**：用前面已经得到的预测值替代尚未观察到的真实值，不允许偷看未来数据。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0446-S1,446,2.4.4,sentence,例如，对第 \(d+1\) 日负荷预测中的“前 1 日同刻负荷”特征，应使用第 \(d\) 日在 forecast origin \(d\) 时得到的预测值，而不能使用随后才会实现的真实值。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0446-S2,446,2.4.4,sentence,第 \(d+2\) 日同理递推。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0448-S1,448,2.4.4,sentence,候选模型集合在正式滚动前预先固定。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0448-S2,448,2.4.4,sentence,若需要在 LightGBM 与季节基线、或光伏复杂模型与简单基线之间进行选择，则第 \(d\) 日只能根据截至 \(d-1\) 日已经获得的**历史样本外表现**进行在线选择，例如比较累计或最近窗口的 MAE、RMSE 与决策导向损失；,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0448-S3,448,2.4.4,sentence,不能利用 2 月以后甚至全年真实结果反向决定 2 月 1 日应使用哪个模型。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0448-S4,448,2.4.4,sentence,全年回测结果只用于最终论文的事后比较。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0450-S1,450,2.4.4,sentence,常规统计评价采用,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0452-S1,452,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0453-S1,453,2.4.4,sentence,\operatorname{MAE},src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0454-S1,454,2.4.4,sentence,=,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0455-S1,455,2.4.4,sentence,"\frac1n\sum_{i=1}^{n}|y_i-\hat y_i|,",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0456-S1,456,2.4.4,sentence,\],src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0458-S1,458,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0459-S1,459,2.4.4,sentence,\operatorname{RMSE},src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0460-S1,460,2.4.4,sentence,=,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0461-S1,461,2.4.4,sentence,\sqrt{\frac1n\sum_{i=1}^{n}(y_i-\hat y_i)^2}.,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0462-S1,462,2.4.4,sentence,\],src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0464-S1,464,2.4.4,sentence,光伏夜间存在大量零值，因此不以平均绝对百分比误差作为核心指标。,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0466-S1,466,2.4.4,sentence,除负荷和光伏单变量误差外，还计算净负荷误差,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0468-S1,468,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0469-S1,469,2.4.4,sentence,"e_{d,t}^{N}",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0470-S1,470,2.4.4,sentence,=,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0471-S1,471,2.4.4,sentence,"(L_{d,t}-P_{d,t}^{PV})",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0472-S1,472,2.4.4,sentence,"-(\hat L_{d,t}-\hat P_{d,t}^{PV}).",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0473-S1,473,2.4.4,sentence,\],src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0475-S1,475,2.4.4,sentence,进一步，为使预测评价与题目的 5 倍紧急购电机制一致，定义无储能单时段下的净外部需求,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0477-S1,477,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0478-S1,478,2.4.4,sentence,"D_{d,t}",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0479-S1,479,2.4.4,sentence,=,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0480-S1,480,2.4.4,sentence,\left[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0481-S1,481,2.4.4,sentence,"\Delta t\left(L_{d,t}-P_{d,t}^{PV}\right)",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0482-S1,482,2.4.4,sentence,"\right]_+,",src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0483-S1,483,2.4.4,sentence,\],src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0485-S1,485,2.4.4,sentence,并构造不对称经济损失指标,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0487-S1,487,2.4.4,sentence,\[,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0488-S1,488,2.4.4,sentence,\boxed{,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0489-S1,489,2.4.4,sentence,\mathcal L_{\mathrm{econ}},src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0490-S1,490,2.4.4,sentence,=,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
Q2F-L0491-S1,491,2.4.4,sentence,\frac1n,src\q2\shadows.py:95#choose_day;src\q2\forecast.py:114#economic_metrics;src\q2\forecast.py:127#select_pipeline,src\q2\test_forecast_dispatch.py:159#test_four_to_one_loss_and_lexicographic_selection;src\q2\test_forecast_dispatch.py:400#test_real_selection_metadata_serializes_numpy_origin_indices,forecast_and_main,True,True,processed/main/run_status.json;processed/main/dispatch.csv,主回放已完成334/334日；计算受限10日
