source_line,requirement,section,status,implementation,evidence,acceptance
190,紧急购电风险是否下降；,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
191,普通购电成本是否适度增加；,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
192,储能是否保留更多风险储备；,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
193,Q4-3 调整行为是否发生明显异常；,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
194,ρ 在 ±25% 范围变化后主要结论是否发生反转。,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
196,该实验不用于证明“ρ 越大越好”。,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
198,真正需要证明的是：,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
200,正式调度结果在合理 Wasserstein 半径范围内具有稳定性。,6,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::freeze / run::selected_scenarios / metrics,solver_quality.csv; daily_results.csv,rho乘0.75/1.25且场景概率指纹不变
202,7. Q4-S2：价格—净负荷联合距离权重敏感性,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
203,7.1 实验目的,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
205,正式模型采用标准化价格—净负荷联合轨迹距离。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
207,基准为：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
209,omega_N = 0.5,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
210,omega_p = 0.5,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
212,该实验用于回答：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
214,模型结果是否依赖“净负荷和价格恰好各占 50% 权重”。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
216,7.2 参数设置,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
218,测试：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
220,设置	ω_N	ω_p,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
221,净负荷偏重	0.7	0.3,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
222,基准	0.5	0.5,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
223,价格偏重	0.3	0.7,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
225,始终保证：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
227,omega_N + omega_p = 1,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
228,7.3 实现要求,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
230,该实验不能只改变优化目标中的某个系数。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
232,因为 ω_N 与 ω_p 直接参与联合轨迹距离计算，因此每个配置必须重新执行：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
234,联合轨迹距离计算,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
235,→ 尾部保持 k-medoids 场景缩减,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
236,→ 场景概率重新计算,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
237,→ Wasserstein 距离构造,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
238,→ DRO 求解,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
239,→ 真实数据回放,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
241,否则不能构成真正的联合距离权重敏感性实验。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
243,7.4 记录指标,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
245,记录：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
247,真实总成本；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
248,计划购电费用；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
249,紧急购电量；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
250,紧急购电费用；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
251,最低 SOC；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
252,24:00 SOC；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
253,求解时间。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
254,7.5 结果判断,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
256,如果：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
258,"(0.7,0.3)",7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
259,"(0.5,0.5)",7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
260,"(0.3,0.7)",7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
262,三组设置下：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
264,总成本变化有限；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
265,紧急购电风险没有明显反转；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
266,储能运行状态保持正常；,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
268,则可以认为：,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
270,价格—净负荷联合不确定性建模的有效性并非由某一个精确的联合距离权重人为制造。,7,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::selected_scenarios,weight_reconstruction.csv; cases/4-2_weight*/audit.json,8项权重全流程重建，场景/概率均实际改变
272,8. Q4-S3：历史残差窗口敏感性（可选）,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
273,8.1 参数设置,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
275,测试：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
277,W = 56 / 84 / 112 days,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
279,如果当前正式模型基准值不是 84 日，则保持：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
281,较短窗口 / 基准窗口 / 较长窗口,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
283,三档即可。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
285,8.2 实验意义,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
287,短窗口：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
289,更容易追踪近期季节状态；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
290,历史样本较少；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
291,分布估计方差可能较大。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
293,长窗口：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
295,样本数量更多；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
296,分布估计更稳定；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
297,可能混入较早季节状态。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
299,实验主要检验：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
301,正式结果是否高度依赖某一个特定历史窗口长度。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
303,8.3 记录指标,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
305,记录：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
307,真实总成本；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
308,紧急购电量；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
309,紧急购电费用；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
310,24:00 SOC；,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
311,求解时间。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
312,8.4 日期限制,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
314,窗口敏感性不要选择 2—4 月。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
316,如果当前历史不足 112 日，则：,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
318,W = 56 / 84 / 112,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
320,可能全部退化为“使用全部已有历史”，导致三组配置实际没有区别。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
322,因此该实验只使用 6 月以后代表日。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
324,时间不足时可以直接取消。,8,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选W
326,9. Q4-S4：场景规模敏感性（可选）,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
327,9.1 参数设置,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
329,设正式最大场景数为：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
331,S_base,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
333,测试：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
335,S_max =,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
336,0.75 * S_base,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
337,1.00 * S_base,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
338,1.25 * S_base,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
340,不建议机械使用：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
342,10 / 20 / 30,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
344,因为正式模型还包含高风险联合尾部轨迹的强制保留。,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
346,如果 S_max 太小，可能导致尾部轨迹占据过高比例，使实验不再只是单纯的场景数量变化。,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
348,因此要求：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
350,最小 S_max 仍明显高于强制尾部保留场景数量。,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
352,9.2 记录指标,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
354,记录：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
356,真实总成本；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
357,紧急购电量；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
358,紧急购电费用；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
359,求解时间。,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
360,9.3 结果判断,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
362,如果随着场景规模增加：,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
364,总成本趋于稳定；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
365,紧急购电结果趋于稳定；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
366,求解时间明显增加；,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
368,则说明当前基准场景规模已经能够在数值稳定性和计算效率之间取得较合理的平衡。,9,optional_not_run,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,results.md::验收,依第19节停止，不执行可选S
370,10. Q4-2 与 Q4-3 实验分工,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
372,为了严格控制运行时间，不要求 Q4-2 和 Q4-3 完整重复同一套敏感性实验。,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
374,10.1 Q4-2：主体敏感性分析,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
376,4 个代表日。,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
378,必做,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
379,Q4-S1: Wasserstein rho,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
380,Q4-S2: joint distance weights,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
381,可选,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
382,Q4-S3: residual window W,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
383,Q4-S4: scenario number S_max,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
384,10.2 Q4-3：迁移稳定性验证,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
386,只选择 2 个代表日。,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
388,只测试：,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
390,rho_multiplier =,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
391,0.75,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
392,1.00,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
393,1.25,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
395,用于验证四时点滚动模型同样不存在明显的鲁棒半径参数脆弱性。,10,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,Q42主体16变体，Q43四日变体16节点
397,11. 最小运行方案,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
399,时间非常有限时，只执行以下内容。,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
401,11.1 Q4-2,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
403,4 个代表日。,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
405,实验 A,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
406,rho_multiplier =,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
407,0.75,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
408,1.00,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
409,1.25,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
410,实验 B,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
411,"(omega_N, omega_p) =",11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
412,"(0.7, 0.3)",11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
413,"(0.5, 0.5)",11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
