source_line,section,text,implementation,evidence
255,5.,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
257,5.1,## 5.1 Q3-S1：随机场景数敏感性,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
259,5.1,测试：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
261,5.1,| 设置 | S |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
262,5.1,|---|---:|,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
263,5.1,| 小场景集 | 10 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
264,5.1,| 基准方案 | 20 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
265,5.1,| 大场景集 | 30 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
267,5.1,其余所有参数保持不变。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
269,记录指标,### 记录指标,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
271,记录指标,- 实际总购电成本；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
272,记录指标,- 计划购电费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
273,记录指标,- 调整费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
274,记录指标,- 紧急购电量；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
275,记录指标,- 紧急购电费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
276,记录指标,- 24:00 SOC；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
277,记录指标,- 求解时间。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
279,主要判断,### 主要判断,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
281,主要判断,重点比较：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
283,主要判断,`S = 20`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
285,主要判断,和：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
287,主要判断,`S = 30`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
289,主要判断,之间的差异。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
291,主要判断,如果 S 从 20 增加到 30 后：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
293,主要判断,- 总成本变化已经较小；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
294,主要判断,- 紧急购电结果基本稳定；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
295,主要判断,- 调整费用基本稳定；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
296,主要判断,- 但计算时间明显增加；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
298,主要判断,则可以认为：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
300,主要判断,> S=20 已经能够在经济结果稳定性和计算效率之间取得较合理的折中。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
302,主要判断,不应表述为“S=20 是理论最优场景数”。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
304,主要判断,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
306,5.2,## 5.2 Q3-S2：终端储能价值敏感性,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
308,5.2,设正式模型终端储能价值系数为 `λ_E*`。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
310,5.2,测试：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
312,5.2,`λ_E = 0.8λ_E* / 1.0λ_E* / 1.2λ_E*`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
314,5.2,即：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
316,5.2,| 设置 | 系数 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
317,5.2,|---|---:|,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
318,5.2,| 较低终端价值 | 0.8 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
319,5.2,| 基准方案 | 1.0 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
320,5.2,| 较高终端价值 | 1.2 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
322,记录指标,### 记录指标,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
324,记录指标,- 实际总成本；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
325,记录指标,- 调整费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
326,记录指标,- 紧急购电量；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
327,记录指标,- 紧急购电费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
328,记录指标,- 24:00 SOC；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
329,记录指标,- 求解时间。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
331,实验目的,### 实验目的,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
333,实验目的,判断：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
335,实验目的,> 问题 3 的经济结果是否依赖某个精确的 terminal value 才能够成立。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
337,实验目的,如果 λ_E 在 ±20% 范围变化以后：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
339,实验目的,- 总成本没有剧烈变化；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
340,实验目的,- 紧急购电风险没有明显反转；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
341,实验目的,- 主要经济结论保持一致；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
343,实验目的,则说明终端价值近似具有较好的参数稳健性。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
345,实验目的,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
347,5.3,## 5.3 Q3-S3：尾部场景名额敏感性（可选）,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
349,5.3,只有前两个实验完成以后仍有明显剩余时间才运行。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
351,5.3,测试：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
353,5.3,`S_tail = 0 / 2 / 4`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
355,5.3,其中：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
357,5.3,`S_tail = 2`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
359,5.3,为基准方案。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
361,比较指标,### 比较指标,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
363,比较指标,- 实际总成本；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
364,比较指标,- 紧急购电量；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
365,比较指标,- 紧急购电费用；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
366,比较指标,- 求解时间。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
368,比较指标,如果时间不足，该实验直接取消，不影响主体敏感性分析。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
370,比较指标,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
372,6.,# 6. 统一评价指标,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
374,6.,所有敏感性实验均相对于同一个代表日的基准结果计算变化。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
376,6.1,## 6.1 总成本相对变化,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
378,6.1,定义：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
380,6.1,`δ_C = (C_variant - C_base) / C_base × 100%`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
382,6.1,其中：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
384,6.1,- `C_variant`：参数扰动后的实际总成本；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
385,6.1,- `C_base`：相同日期基准模型的实际总成本。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
387,6.1,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
389,6.2,## 6.2 紧急购电量相对变化,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
391,6.2,定义：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
393,6.2,`δ_Q = (Q_variant - Q_base) / Q_base × 100%`,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
395,6.2,如果某个代表日基准紧急购电量为 0，则不计算百分比，直接报告紧急购电量的绝对变化。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
397,6.2,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
399,6.3,## 6.3 聚合统计,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
401,6.3,4 个代表日最终只需要报告：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
403,6.3,- 中位数；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
404,6.3,- 最小值；,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
405,6.3,- 最大值。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
407,6.3,不额外进行 bootstrap 或复杂统计检验，以减少不必要的计算和分析工作。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
409,6.3,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
411,7.,# 7. 问题 2 结果表模板,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
413,7.,| 参数 | 参数值 | 总成本变化 | 紧急购电量 | 紧急购电费 | 最低 SOC | 24:00 SOC | 求解时间 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
414,7.,|---|---:|---:|---:|---:|---:|---:|---:|,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
415,7.,| β_R | 0.8 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
416,7.,| β_R | 1.0 | 基准 | 基准 | 基准 | 基准 | 基准 | 基准 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
417,7.,| β_R | 1.2 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
418,7.,| ρ_tail | 10% | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
419,7.,| ρ_tail | 20% | 基准 | 基准 | 基准 | 基准 | 基准 | 基准 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
420,7.,| ρ_tail | 30% | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
422,7.,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
424,8.,# 8. 问题 3 结果表模板,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
426,8.,| 参数 | 参数值 | 总成本变化 | 调整费用 | 紧急购电量 | 24:00 SOC | 求解时间 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
427,8.,|---|---:|---:|---:|---:|---:|---:|,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
428,8.,| S | 10 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
429,8.,| S | 20 | 基准 | 基准 | 基准 | 基准 | 基准 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
430,8.,| S | 30 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
431,8.,| λ_E | 0.8 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
432,8.,| λ_E | 1.0 | 基准 | 基准 | 基准 | 基准 | 基准 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
433,8.,| λ_E | 1.2 | 待计算 | 待计算 | 待计算 | 待计算 | 待计算 |,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
435,8.,正文不需要列出所有代表日的完整数据。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
437,8.,正文保留聚合结果即可，完整逐日结果如有需要可放入附录。,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
439,8.,---,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
441,9.,# 9. 计算预算,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
443,9.,最终核心方案只运行以下四组敏感性实验：,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
445,9.,```text,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
446,9.,Q2:,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
447,9.,1. beta_R = 0.8 / 1.0 / 1.2,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
448,9.,2. rho_tail = 10% / 20% / 30%,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
450,9.,Q3:,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
451,9.,3. S = 10 / 20 / 30,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
452,9.,4. lambda_E = 0.8 / 1.0 / 1.2,src/sensitivity/prepare.py;q2.py;q3.py;run.py;report.py,tests.txt;representatives.json;inputs/*/metadata.json;jobs/*/result.json
