source_file,source_line,section,source_text,implementation,tests,runtime_evidence,status
docs/2/dierwen1.md,136,2.1.6,- 峰值时段迁移；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,137,2.1.6,- 周期结构是否随月份发生变化。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,139,2.1.6,#### （3）月份平均日曲线,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,141,2.1.6,对每个月内所有日期的同一时刻取平均，得到 12 条平均日曲线。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,143,2.1.6,通过比较不同月份的曲线形态和整体水平，可以判断序列是否存在明显的中长期季节性变化。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,145,2.1.6,#### （4）星期平均日曲线,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,147,2.1.6,针对小区负荷，将样本按照星期一至星期日分类，并分别计算平均日曲线。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,149,2.1.6,该分析用于判断居民用电是否存在稳定的工作日—周末差异，为后续判断是否需要显式引入周周期提供数据依据。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,151,2.1.6,对于光伏，不预先假设存在星期效应，而以实际统计结果为准。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,153,2.1.6,---,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,155,2.1.7,### 2.1.7 滞后相关性分析,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,157,2.1.7,由于负荷和光伏均具有显著的时间依赖性，本文进一步分析当前值与历史值之间的相关程度。,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,159,2.1.7,考虑数据时间分辨率为 10 min，重点选择以下具有明确物理含义的滞后阶数：,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,161,2.1.7,| 滞后阶数 | 时间跨度 | 实际含义 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,162,2.1.7,|---:|---|---|,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,163,2.1.7,| 1 | 10 min | 极短期连续性 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,164,2.1.7,| 6 | 1 h | 小时级连续性 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,165,2.1.7,| 144 | 1 d | 前一天同一时刻 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,166,2.1.7,| 288 | 2 d | 前两天同一时刻 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,167,2.1.7,| 1008 | 7 d | 前一周同一时刻 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,168,2.1.7,| 2016 | 14 d | 两周前同一时刻 |,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,170,2.1.7,分别计算负荷和光伏在上述关键滞后位置的相关系数。,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,172,2.1.7,若在滞后 144 附近出现显著相关，则说明存在明显日周期；,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,172,2.1.7,若在滞后 1008 附近存在显著相关，则说明具有明显周周期。,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,174,2.1.7,这一分析为后续选择日季节模型、周季节模型或多季节模型提供直接依据。,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,176,2.1.7,---,src/q2/diagnostics.py:80-100,src/q2/test_q2.py:232-242,full_year_lag_correlations.csv;initial_history_lag_correlations.csv,implemented_and_checked
docs/2/dierwen1.md,178,2.1.8,### 2.1.8 自相关与偏自相关分析,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,180,2.1.8,在关键滞后相关性分析基础上，进一步绘制负荷和光伏序列的自相关函数图与偏自相关函数图。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,182,2.1.8,#### （1）自相关分析,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,184,2.1.8,自相关函数用于描述当前观测值与过去不同时间距离观测值之间的总体相关程度。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,186,2.1.8,本文重点观察：,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,188,2.1.8,- 滞后 144 及其整数倍附近是否出现周期性峰值；,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,189,2.1.8,- 滞后 1008 附近是否出现显著峰值；,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,190,2.1.8,- 自相关系数随滞后增加的衰减速度。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,192,2.1.8,若自相关函数在 144、288、432 等位置反复出现明显峰值，则说明日周期显著；,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,192,2.1.8,若 1008 附近仍存在较高相关性，则说明周周期同样不可忽略。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,194,2.1.8,#### （2）偏自相关分析,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,196,2.1.8,由于普通自相关可能受到中间多个滞后变量的间接影响，进一步利用偏自相关函数判断某一历史时刻是否仍具有独立预测价值。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,198,2.1.8,偏自相关分析主要用于辅助确定：,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,200,2.1.8,- 自回归项阶数；,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,201,2.1.8,- 前一日信息与前一周信息的独立作用；,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,202,2.1.8,- 后续是否需要显式建立周季节项。,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,204,2.1.8,---,src/q2/diagnostics.py:80-100;src/q2/figures.py:18-160,src/q2/test_q2.py:232-242,full_year_acf_pacf.csv;figures/acf_pacf.png,implemented_and_checked
docs/2/dierwen1.md,206,2.1.9,### 2.1.9 周期频域验证,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,208,2.1.9,为避免仅依据时域相关性判断周期，本文进一步采用频谱分析对负荷和光伏的主要周期进行独立验证。,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,210,2.1.9,时间域分析回答“经过多长时间序列会出现重复”，频域分析则反映“哪些重复频率在整个序列中占据主要能量”。,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,212,2.1.9,重点检查对应于：,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,214,2.1.9,- 1 d 周期；,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,215,2.1.9,- 7 d 周期,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,217,2.1.9,的频率位置是否存在显著频谱峰值。,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,219,2.1.9,若原始时间序列、自相关函数和频谱分析均表明存在相同周期，则可以形成较为完整的周期识别证据链：,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,221,2.1.9,> 原始时序观察  ,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,222,2.1.9,> → 自相关周期峰  ,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,223,2.1.9,> → 频谱周期峰  ,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,224,2.1.9,> → 确定季节结构。,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,226,2.1.9,---,src/q2/diagnostics.py:103-123;src/q2/figures.py:18-160,src/q2/test_q2.py:221-230,full_year_spectrum.csv;full_year_spectral_targets.csv;figures/spectra.png,implemented_and_checked
docs/2/dierwen1.md,228,2.1.10,### 2.1.10 周期稳定性检验,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,230,2.1.10,全年总体存在较强周期性并不意味着该周期在全年各阶段均保持稳定。,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,232,2.1.10,因此，进一步按月份或滚动时间窗口计算：,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,234,2.1.10,- 1 日滞后相关性；,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,235,2.1.10,- 7 日滞后相关性；,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,236,2.1.10,- 日内峰谷幅度；,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,237,2.1.10,- 序列波动程度。,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,239,2.1.10,若各月份周期结构基本稳定，则适合采用固定参数季节模型；,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,239,2.1.10,若周期强度随月份明显变化，则需要考虑能够描述时变季节性的模型。,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,241,2.1.10,该步骤可避免仅根据全年总体统计量得出过强结论。,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,243,2.1.10,---,src/q2/diagnostics.py:126-141;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254,full_year_monthly_stability.csv;figures/monthly_stability.png,implemented_and_checked
docs/2/dierwen1.md,245,2.1.11,### 2.1.11 平稳性与季节差分检验,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,247,2.1.11,若后续考虑采用自回归类时间序列模型，需要进一步判断原始序列及季节处理后的序列是否具有近似平稳性。,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,249,2.1.11,本文依次考察：,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,251,2.1.11,1. 原始序列是否存在明显趋势；,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,252,2.1.11,2. 消除日内季节性后序列是否趋于稳定；,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,253,2.1.11,3. 消除周季节性后序列是否进一步稳定；,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,254,2.1.11,4. 剩余序列的均值和波动是否仍具有显著时间变化。,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,256,2.1.11,若经过季节处理后序列基本稳定，则季节差分自回归移动平均类模型具有较强适用性。,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,258,2.1.11,若日周期、周周期以及长期趋势同时显著，则说明单一季节结构可能不足，应进一步考虑多季节时间序列模型。,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,260,2.1.11,---,src/q2/diagnostics.py:74-77;src/q2/diagnostics.py:144-181;src/q2/figures.py:18-160,src/q2/test_q2.py:214-219;src/q2/test_q2.py:256-261;src/q2/test_q2.py:293-312,full_year_stationarity_tests.csv;full_year_transformed_series.csv;full_year_transformed_monthly_moments.csv;figures/seasonal_moments.png,implemented_and_checked
docs/2/dierwen1.md,262,2.1.12,### 2.1.12 预测任务与回测规则设定,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,264,2.1.12,为保证不同预测模型能够进行公平比较，在模型建立前统一规定预测任务和回测方法。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,266,2.1.12,#### （1）预测时点,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,268,2.1.12,每天 0:00。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,270,2.1.12,#### （2）预测范围,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,272,2.1.12,一次预测当天未来 24 h，即未来 144 个 10 min 时间段。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,274,2.1.12,#### （3）预测对象,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,276,2.1.12,分别预测：,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,278,2.1.12,- 小区负荷；,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,279,2.1.12,- 光伏实际发电功率；,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,281,2.1.12,随后计算预测净负荷。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,283,2.1.12,分别建模的原因在于负荷和光伏具有不同的生成机制和周期规律，直接将二者合并可能损失物理解释能力。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,285,2.1.12,#### （4）回测方式,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,287,2.1.12,采用严格的滚动时间序列回测方法。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,289,2.1.12,预测第 \(d\) 日时，仅使用第 \(d\) 日以前的数据进行模型估计和参数更新；,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,289,2.1.12,第 \(d\) 日真实数据仅用于预测误差评价，不参与该日预测。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,291,2.1.12,禁止随机打乱全年样本划分训练集和测试集，以防止未来信息进入模型。,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,293,2.1.12,---,src/q2/backtest.py:10-23;src/q2/backtest.py:26-51,src/q2/test_q2.py:113-124;src/q2/test_q2.py:151-159;src/q2/test_q2.py:161-164;src/q2/test_q2.py:135-149,rolling_folds.csv,implemented_and_checked
